Date Time,p (mbar),T (degC),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
14.12.2015 23:00:00,995.83,5.48,3.17,85.0,9.03,7.67,1.35,4.81,7.71,1241.37,2.1,2.52,227.1
15.12.2015 00:00:00,995.82,6.17,3.37,82.2,9.47,7.78,1.69,4.87,7.81,1238.26,1.56,3.32,187.1
15.12.2015 01:00:00,995.44,6.18,3.09,80.5,9.48,7.63,1.85,4.78,7.66,1237.81,4.69,6.53,210.7
15.12.2015 02:00:00,995.42,5.74,2.9,81.9,9.19,7.53,1.66,4.72,7.56,1239.77,3.6,4.57,195.2
15.12.2015 03:00:00,995.53,5.18,2.72,84.1,8.84,7.43,1.4,4.66,7.46,1242.48,2.07,2.8,218.2
15.12.2015 04:00:00,995.46,5.01,2.67,84.8,8.73,7.41,1.33,4.64,7.44,1243.15,1.26,2.3,230.2
15.12.2015 05:00:00,995.3,4.73,2.67,86.5,8.56,7.41,1.16,4.64,7.44,1244.21,1.2,1.9,217.5
15.12.2015 06:00:00,995.55,4.63,2.69,87.2,8.5,7.42,1.09,4.65,7.45,1244.96,1.19,1.84,208.6
15.12.2015 07:00:00,996.01,4.27,2.64,89.1,8.29,7.39,0.9,4.63,7.42,1247.17,0.63,0.96,227.4
15.12.2015 08:00:00,996.25,3.74,2.5,91.6,7.99,7.32,0.67,4.58,7.34,1249.88,0.81,1.28,209.5
15.12.2015 09:00:00,996.81,3.16,2.13,92.9,7.67,7.12,0.54,4.46,7.15,1253.29,1.88,2.2,230.5
15.12.2015 10:00:00,996.99,3.58,2.57,93.1,7.9,7.35,0.55,4.6,7.38,1251.51,0.8,1.36,190.9
15.12.2015 11:00:00,997.39,4.35,2.86,90.0,8.34,7.5,0.83,4.69,7.52,1248.5,0.88,1.48,338.2
15.12.2015 12:00:00,997.11,5.24,3.3,87.3,8.87,7.75,1.13,4.85,7.77,1244.03,1.1,2.0,116.4
15.12.2015 13:00:00,996.92,6.25,3.86,84.6,9.52,8.05,1.47,5.04,8.08,1239.14,0.51,1.2,97.8
15.12.2015 14:00:00,996.99,8.38,4.52,76.6,11.02,8.44,2.58,5.28,8.47,1229.67,0.51,1.04,112.0
15.12.2015 15:00:00,997.05,8.76,4.72,75.7,11.31,8.56,2.75,5.36,8.59,1228.02,1.05,2.12,174.0
15.12.2015 16:00:00,997.61,8.21,4.8,79.0,10.89,8.61,2.29,5.38,8.63,1231.1,0.61,1.44,106.4
15.12.2015 17:00:00,998.25,6.84,4.39,84.3,9.92,8.36,1.56,5.23,8.38,1238.02,1.16,1.8,186.8
15.12.2015 18:00:00,998.68,6.43,4.19,85.5,9.64,8.24,1.4,5.15,8.26,1240.43,0.37,0.76,190.8
15.12.2015 19:00:00,999.33,5.6,3.9,88.8,9.1,8.08,1.02,5.05,8.09,1245.04,0.48,1.08,306.1
15.12.2015 20:00:00,1000.04,4.32,3.07,91.6,8.32,7.62,0.7,4.75,7.62,1251.9,1.8,2.6,229.3
15.12.2015 21:00:00,1000.29,3.67,2.7,93.3,7.95,7.42,0.53,4.63,7.42,1255.22,0.73,1.12,176.9
15.12.2015 22:00:00,1000.4,3.2,2.27,93.6,7.69,7.19,0.49,4.49,7.19,1257.63,0.76,1.96,139.3
15.12.2015 23:00:00,1000.49,3.09,2.46,95.6,7.63,7.29,0.34,4.55,7.29,1258.19,0.67,1.64,133.0
16.12.2015 00:00:00,1000.69,3.23,2.58,95.5,7.71,7.36,0.35,4.59,7.35,1257.76,0.75,1.6,177.6
16.12.2015 01:00:00,1000.67,3.63,2.72,93.8,7.92,7.43,0.49,4.63,7.43,1255.89,1.11,1.8,211.9
16.12.2015 02:00:00,1000.6,3.83,2.86,93.4,8.04,7.51,0.53,4.68,7.5,1254.85,0.84,1.32,217.0
16.12.2015 03:00:00,1000.47,4.13,2.99,92.2,8.21,7.57,0.64,4.72,7.57,1253.28,0.57,0.96,208.9
16.12.2015 04:00:00,1000.31,4.42,3.13,91.3,8.38,7.65,0.73,4.77,7.65,1251.76,0.38,0.7,77.3
16.12.2015 05:00:00,1000.4,3.99,3.0,93.2,8.13,7.58,0.55,4.73,7.58,1253.83,0.29,0.96,301.8
16.12.2015 06:00:00,1000.07,3.95,2.94,93.1,8.11,7.55,0.56,4.71,7.55,1253.61,0.36,0.68,219.1
16.12.2015 07:00:00,1000.05,4.25,3.28,93.4,8.28,7.73,0.55,4.82,7.73,1252.16,0.32,0.84,164.3
16.12.2015 08:00:00,999.99,4.32,3.53,94.6,8.32,7.87,0.45,4.91,7.87,1251.71,0.78,1.28,215.5
16.12.2015 09:00:00,1000.23,4.71,3.77,93.6,8.55,8.0,0.55,4.99,8.0,1250.2,2.14,2.8,207.1
16.12.2015 10:00:00,1000.29,5.22,4.11,92.5,8.87,8.2,0.66,5.12,8.2,1247.84,1.47,2.84,172.8
16.12.2015 11:00:00,1000.2,5.92,4.49,90.5,9.3,8.42,0.88,5.25,8.42,1244.54,1.3,2.2,188.0
16.12.2015 12:00:00,999.61,6.89,4.93,87.3,9.95,8.69,1.26,5.42,8.69,1239.38,1.41,2.4,162.2
16.12.2015 13:00:00,999.06,8.06,5.53,84.0,10.78,9.06,1.73,5.66,9.07,1233.34,2.42,3.48,191.7
16.12.2015 14:00:00,998.7,8.67,5.8,82.1,11.24,9.23,2.01,5.77,9.24,1230.15,2.27,4.2,175.4
16.12.2015 15:00:00,998.59,9.0,5.23,77.2,11.49,8.87,2.62,5.55,8.89,1228.74,3.53,5.53,176.0
16.12.2015 16:00:00,998.7,8.61,5.33,79.8,11.19,8.93,2.26,5.58,8.94,1230.55,3.05,5.89,179.0
16.12.2015 17:00:00,998.3,8.29,5.46,82.3,10.95,9.01,1.94,5.64,9.03,1231.41,3.57,4.81,159.7
16.12.2015 18:00:00,998.23,7.66,5.39,85.5,10.49,8.97,1.52,5.61,8.99,1234.11,1.73,3.08,163.9
16.12.2015 19:00:00,998.54,6.69,4.93,88.5,9.82,8.69,1.13,5.43,8.7,1238.91,1.37,2.2,200.1
16.12.2015 20:00:00,998.61,6.68,4.97,88.8,9.81,8.71,1.1,5.44,8.72,1239.01,1.39,2.64,171.1
16.12.2015 21:00:00,998.59,6.65,5.05,89.5,9.79,8.76,1.03,5.47,8.77,1239.14,1.1,2.2,176.7
16.12.2015 22:00:00,998.6,6.76,5.32,90.5,9.86,8.93,0.94,5.58,8.94,1238.55,1.41,2.36,177.2
16.12.2015 23:00:00,998.29,7.04,5.63,90.7,10.06,9.12,0.94,5.7,9.14,1236.84,2.34,3.38,192.8
17.12.2015 00:00:00,998.02,7.51,6.03,90.3,10.38,9.38,1.01,5.87,9.4,1234.31,1.38,2.8,177.5
17.12.2015 01:00:00,997.72,7.4,6.41,93.4,10.31,9.63,0.68,6.02,9.65,1234.31,1.04,1.96,184.8
17.12.2015 02:00:00,997.48,7.61,6.91,95.3,10.46,9.96,0.49,6.24,9.99,1232.93,1.86,3.52,148.3
17.12.2015 03:00:00,997.39,7.95,7.17,94.8,10.7,10.15,0.56,6.35,10.17,1231.24,1.34,2.8,162.7
17.12.2015 04:00:00,997.34,8.71,7.66,93.1,11.27,10.49,0.78,6.57,10.52,1227.7,1.68,3.2,156.7
17.12.2015 05:00:00,997.35,8.91,7.78,92.6,11.42,10.58,0.85,6.62,10.61,1226.8,1.55,3.08,164.4
17.12.2015 06:00:00,997.55,9.11,8.04,93.0,11.58,10.77,0.81,6.74,10.79,1226.09,1.51,2.6,171.3
17.12.2015 07:00:00,997.54,9.24,8.22,93.3,11.68,10.9,0.78,6.82,10.93,1225.45,1.11,2.08,128.8
17.12.2015 08:00:00,997.56,9.47,8.37,92.8,11.86,11.01,0.85,6.89,11.04,1224.43,0.95,2.4,161.3
17.12.2015 09:00:00,998.12,11.53,8.7,82.7,13.61,11.26,2.36,7.05,11.28,1216.14,2.5,3.4,199.5
17.12.2015 10:00:00,998.19,11.28,8.66,83.9,13.39,11.23,2.16,7.03,11.25,1217.3,1.53,2.92,184.3
17.12.2015 11:00:00,997.9,12.24,9.06,80.9,14.27,11.54,2.73,7.23,11.57,1212.71,3.32,5.85,209.9
17.12.2015 12:00:00,997.47,12.79,9.17,78.6,14.79,11.63,3.17,7.28,11.66,1209.81,2.78,4.61,208.5
17.12.2015 13:00:00,997.12,13.07,9.33,78.0,15.07,11.75,3.31,7.36,11.79,1208.15,4.32,6.65,220.3
17.12.2015 14:00:00,996.64,13.46,9.42,76.5,15.46,11.82,3.63,7.41,11.86,1205.89,6.23,8.37,221.3
17.12.2015 15:00:00,996.61,12.97,9.5,79.4,14.97,11.89,3.08,7.45,11.93,1207.89,5.25,7.05,212.2
17.12.2015 16:00:00,996.56,12.91,9.49,79.7,14.91,11.88,3.03,7.45,11.92,1208.09,2.4,4.73,195.1
17.12.2015 17:00:00,996.33,11.62,9.96,89.5,13.7,12.26,1.44,7.69,12.3,1213.1,0.7,1.68,197.9
17.12.2015 18:00:00,996.34,11.44,9.43,87.4,13.53,11.83,1.71,7.42,11.87,1214.09,1.73,3.62,182.2
17.12.2015 19:00:00,996.54,10.69,9.02,89.4,12.87,11.51,1.36,7.22,11.55,1217.68,1.02,1.88,183.2
17.12.2015 20:00:00,996.39,10.17,8.64,90.2,12.43,11.22,1.22,7.03,11.26,1219.87,1.6,2.44,195.2
17.12.2015 21:00:00,996.0,9.53,8.46,93.0,11.91,11.08,0.83,6.95,11.12,1222.21,1.47,2.44,192.7
17.12.2015 22:00:00,995.98,9.06,8.15,94.0,11.54,10.85,0.69,6.8,10.89,1224.33,1.01,1.88,195.1
17.12.2015 23:00:00,996.13,8.82,7.97,94.4,11.35,10.72,0.64,6.72,10.76,1225.62,1.59,2.76,155.5
18.12.2015 00:00:00,996.05,8.74,7.75,93.5,11.29,10.56,0.73,6.62,10.6,1225.95,1.2,2.0,200.3
18.12.2015 01:00:00,995.62,7.98,7.22,94.9,10.72,10.18,0.55,6.38,10.22,1228.9,1.6,2.32,219.6
18.12.2015 02:00:00,995.33,8.13,7.43,95.3,10.83,10.32,0.51,6.48,10.37,1227.83,1.3,2.48,201.7
18.12.2015 03:00:00,995.03,8.14,7.54,96.0,10.84,10.41,0.43,6.53,10.46,1227.37,1.72,2.54,185.5
18.12.2015 04:00:00,994.75,8.88,8.0,94.2,11.4,10.74,0.66,6.74,10.8,1223.64,0.85,2.2,89.9
18.12.2015 05:00:00,994.48,9.66,8.74,94.0,12.02,11.3,0.72,7.1,11.36,1219.69,0.98,2.6,117.7
18.12.2015 06:00:00,994.17,10.59,9.71,94.3,12.79,12.06,0.73,7.58,12.13,1214.95,1.25,1.92,200.5
18.12.2015 07:00:00,993.84,10.12,9.51,96.0,12.39,11.9,0.5,7.48,11.97,1216.63,2.94,4.57,180.9
18.12.2015 08:00:00,993.93,9.68,9.11,96.2,12.03,11.58,0.46,7.28,11.65,1218.78,2.5,3.28,191.9
18.12.2015 09:00:00,994.4,10.38,9.55,94.6,12.61,11.93,0.68,7.5,12.0,1216.2,3.47,4.77,204.8
18.12.2015 10:00:00,994.99,11.06,9.15,88.0,13.2,11.61,1.58,7.29,11.67,1214.15,3.25,5.25,224.6
18.12.2015 11:00:00,995.59,11.08,9.26,88.5,13.21,11.69,1.52,7.34,11.75,1214.77,1.61,2.84,221.6
18.12.2015 12:00:00,995.72,11.03,9.19,88.4,13.17,11.64,1.53,7.3,11.69,1215.16,1.46,2.46,220.1
18.12.2015 13:00:00,995.65,11.6,9.14,84.8,13.68,11.6,2.08,7.28,11.65,1212.66,2.18,3.68,221.0
18.12.2015 14:00:00,995.7,12.32,8.92,79.7,14.34,11.43,2.91,7.17,11.48,1209.74,0.96,2.08,212.3
18.12.2015 15:00:00,996.05,12.31,8.67,78.4,14.33,11.24,3.1,7.05,11.28,1210.3,1.46,2.64,239.4
18.12.2015 16:00:00,996.56,11.87,8.17,78.0,13.92,10.86,3.06,6.81,10.9,1212.96,3.19,5.21,238.0
18.12.2015 17:00:00,997.18,11.43,8.02,79.5,13.52,10.75,2.77,6.73,10.78,1215.65,2.49,3.48,240.6
18.12.2015 18:00:00,997.4,11.07,7.78,80.1,13.2,10.58,2.63,6.62,10.6,1217.54,0.99,1.84,243.1
18.12.2015 19:00:00,997.59,10.64,7.2,79.2,12.83,10.16,2.67,6.36,10.19,1219.82,1.66,2.36,230.1
18.12.2015 20:00:00,997.72,10.45,7.37,81.2,12.67,10.29,2.38,6.44,10.31,1220.73,2.38,2.84,233.2
18.12.2015 21:00:00,997.47,9.52,6.96,84.0,11.9,10.0,1.9,6.26,10.02,1224.57,2.73,3.04,224.4
18.12.2015 22:00:00,997.91,8.58,6.19,84.9,11.17,9.48,1.69,5.93,9.5,1229.45,3.62,4.32,230.5
18.12.2015 23:00:00,997.76,8.42,6.22,86.0,11.05,9.5,1.55,5.95,9.52,1229.94,2.91,3.56,222.9
19.12.2015 00:00:00,997.76,7.86,5.97,87.8,10.64,9.34,1.3,5.84,9.36,1232.48,3.56,4.79,224.0
19.12.2015 01:00:00,997.48,6.4,5.11,91.4,9.62,8.79,0.83,5.5,8.82,1238.8,1.02,1.76,188.8
19.12.2015 02:00:00,997.27,5.69,5.03,95.5,9.16,8.75,0.41,5.47,8.77,1241.72,1.27,1.76,218.9
19.12.2015 03:00:00,997.16,4.75,4.1,95.5,8.58,8.19,0.39,5.13,8.22,1246.05,1.15,1.6,185.2
19.12.2015 04:00:00,996.73,3.93,3.5,97.0,8.1,7.86,0.24,4.92,7.88,1249.36,0.48,1.04,133.6
19.12.2015 05:00:00,996.44,3.83,3.55,98.0,8.04,7.88,0.16,4.93,7.91,1249.42,0.45,0.8,50.83
19.12.2015 06:00:00,996.7,3.96,3.69,98.1,8.12,7.96,0.15,4.98,7.99,1249.13,1.06,1.68,195.8
19.12.2015 07:00:00,996.76,3.2,3.02,98.7,7.69,7.59,0.1,4.75,7.62,1252.82,0.56,1.12,206.0
19.12.2015 08:00:00,997.04,3.45,3.15,97.9,7.83,7.66,0.16,4.79,7.68,1252.03,1.01,1.76,149.7
19.12.2015 09:00:00,997.01,4.22,3.9,97.8,8.26,8.08,0.18,5.06,8.1,1248.32,1.47,2.6,154.4
19.12.2015 10:00:00,997.42,5.87,5.3,96.1,9.27,8.91,0.36,5.58,8.93,1241.05,0.87,1.4,205.1
19.12.2015 11:00:00,997.42,7.41,5.93,90.3,10.31,9.31,1.0,5.83,9.34,1234.04,0.74,2.2,57.73
19.12.2015 12:00:00,997.0,7.45,6.24,92.0,10.34,9.51,0.83,5.96,9.54,1233.25,1.04,2.28,198.1
19.12.2015 13:00:00,996.47,10.14,7.77,85.2,12.41,10.57,1.84,6.63,10.61,1220.39,1.04,2.08,133.4
19.12.2015 14:00:00,996.23,12.57,8.54,76.4,14.58,11.14,3.44,6.98,11.18,1209.46,1.73,2.8,174.7
19.12.2015 15:00:00,996.17,12.72,8.35,74.7,14.73,11.0,3.73,6.9,11.04,1208.82,1.58,2.2,193.7
19.12.2015 16:00:00,996.35,11.19,7.84,79.8,13.31,10.62,2.69,6.66,10.66,1215.72,1.46,2.04,192.8
19.12.2015 17:00:00,996.46,10.24,7.52,83.2,12.49,10.39,2.1,6.51,10.43,1220.03,1.73,2.52,200.4
19.12.2015 18:00:00,996.24,9.48,7.31,86.3,11.87,10.25,1.63,6.42,10.28,1223.12,1.37,2.24,211.6
19.12.2015 19:00:00,996.06,8.4,6.96,90.6,11.03,10.0,1.04,6.27,10.04,1227.7,1.83,2.48,203.5
19.12.2015 20:00:00,996.29,7.91,6.76,92.4,10.67,9.86,0.81,6.18,9.9,1230.19,1.71,2.76,180.2
19.12.2015 21:00:00,996.36,7.33,6.34,93.4,10.26,9.58,0.68,6.0,9.62,1232.95,1.86,2.86,184.6
19.12.2015 22:00:00,996.28,7.2,6.5,95.3,10.17,9.69,0.48,6.07,9.72,1233.37,1.69,2.76,206.7
19.12.2015 23:00:00,996.23,6.8,6.29,96.5,9.89,9.55,0.35,5.98,9.58,1235.13,1.65,3.0,190.8
20.12.2015 00:00:00,995.99,7.21,6.54,95.5,10.17,9.72,0.46,6.09,9.75,1232.95,1.3,2.08,220.1
20.12.2015 01:00:00,995.41,7.07,6.23,94.4,10.08,9.51,0.56,5.97,9.56,1232.95,2.2,3.08,200.0
20.12.2015 02:00:00,994.99,6.29,5.79,96.6,9.55,9.23,0.32,5.79,9.27,1235.98,1.58,3.0,184.0
20.12.2015 03:00:00,994.76,6.43,5.99,97.0,9.64,9.35,0.29,5.87,9.4,1235.04,2.06,3.24,175.5
20.12.2015 04:00:00,994.3,6.46,5.46,93.3,9.66,9.01,0.65,5.66,9.06,1234.51,2.49,3.77,174.7
20.12.2015 05:00:00,993.97,6.21,4.75,90.3,9.5,8.58,0.92,5.38,8.63,1235.37,2.03,3.41,189.3
20.12.2015 06:00:00,993.66,6.48,4.51,87.2,9.67,8.43,1.24,5.3,8.49,1233.9,2.32,3.57,202.6
20.12.2015 07:00:00,993.86,6.87,4.45,84.5,9.94,8.4,1.54,5.27,8.45,1232.4,0.88,2.54,200.4
20.12.2015 08:00:00,994.16,7.47,4.59,81.9,10.36,8.48,1.87,5.32,8.53,1230.13,0.81,1.52,188.4
20.12.2015 09:00:00,994.05,7.07,4.3,82.5,10.08,8.31,1.76,5.22,8.36,1231.82,1.46,2.6,144.8
20.12.2015 10:00:00,993.97,6.98,4.45,83.9,10.01,8.4,1.61,5.27,8.45,1232.08,2.86,4.07,164.3
20.12.2015 11:00:00,993.78,9.37,5.63,77.4,11.78,9.12,2.66,5.73,9.18,1221.08,2.7,4.04,180.0
20.12.2015 12:00:00,993.07,11.89,6.14,67.78,13.94,9.45,4.49,5.94,9.52,1209.26,3.93,6.09,174.1
20.12.2015 13:00:00,993.02,13.44,6.52,62.86,15.44,9.7,5.73,6.1,9.77,1202.55,3.2,4.65,176.1
20.12.2015 14:00:00,993.03,14.19,6.78,60.96,16.21,9.88,6.33,6.21,9.95,1199.34,1.63,2.64,165.2
20.12.2015 15:00:00,992.7,12.72,6.85,67.42,14.73,9.93,4.8,6.24,10.0,1205.09,3.6,5.83,171.6
20.12.2015 16:00:00,992.86,11.95,6.23,67.94,14.0,9.51,4.49,5.98,9.58,1208.73,3.71,5.93,155.9
20.12.2015 17:00:00,993.1,11.12,5.91,70.2,13.25,9.3,3.95,5.85,9.37,1212.64,2.45,4.0,127.1
20.12.2015 18:00:00,994.08,9.76,5.65,75.5,12.1,9.13,2.96,5.73,9.19,1219.76,1.27,1.84,237.0
20.12.2015 19:00:00,993.77,8.84,5.46,79.3,11.37,9.02,2.35,5.66,9.07,1223.41,0.92,1.6,197.2
20.12.2015 20:00:00,994.16,8.8,5.48,79.6,11.34,9.03,2.31,5.67,9.08,1224.07,1.65,5.25,161.4
20.12.2015 21:00:00,994.13,8.65,5.51,80.6,11.22,9.05,2.18,5.68,9.1,1224.67,2.38,4.36,182.1
20.12.2015 22:00:00,994.32,8.64,5.57,81.0,11.22,9.09,2.13,5.7,9.14,1224.93,2.27,3.92,179.1
20.12.2015 23:00:00,994.45,8.59,5.58,81.3,11.18,9.09,2.09,5.7,9.14,1225.31,2.96,4.04,178.0
21.12.2015 00:00:00,994.36,8.51,5.53,81.5,11.12,9.06,2.06,5.69,9.11,1225.55,2.26,3.88,175.3
21.12.2015 01:00:00,994.54,8.62,5.57,81.1,11.2,9.08,2.12,5.7,9.13,1225.29,1.41,3.0,189.2
21.12.2015 02:00:00,994.27,8.42,5.71,83.0,11.05,9.17,1.88,5.76,9.22,1225.79,1.43,2.36,157.8
21.12.2015 03:00:00,994.19,8.75,5.94,82.5,11.3,9.32,1.98,5.85,9.38,1224.18,1.38,3.2,180.2
21.12.2015 04:00:00,994.21,9.53,6.19,79.6,11.91,9.48,2.43,5.95,9.54,1220.75,1.66,2.44,206.4
21.12.2015 05:00:00,994.09,9.12,6.15,81.6,11.59,9.45,2.13,5.94,9.51,1222.39,2.63,3.56,205.8
21.12.2015 06:00:00,994.14,8.98,6.08,82.0,11.48,9.41,2.07,5.91,9.47,1223.08,0.91,1.5,62.72
21.12.2015 07:00:00,994.52,9.44,6.74,83.2,11.84,9.85,1.99,6.18,9.9,1221.36,2.62,3.48,196.3
21.12.2015 08:00:00,994.84,8.43,6.28,86.3,11.06,9.54,1.51,5.99,9.59,1226.27,1.9,2.62,191.1
21.12.2015 09:00:00,995.77,8.64,7.48,92.4,11.22,10.36,0.85,6.5,10.41,1226.12,0.44,0.96,125.7
21.12.2015 10:00:00,995.43,8.62,7.14,90.4,11.2,10.13,1.08,6.35,10.17,1225.9,2.77,4.0,178.3
21.12.2015 11:00:00,995.8,8.21,7.02,92.2,10.89,10.04,0.85,6.3,10.09,1228.19,2.57,3.72,181.9
21.12.2015 12:00:00,995.91,8.99,6.44,84.0,11.49,9.65,1.84,6.05,9.69,1225.11,3.81,6.09,200.1
21.12.2015 13:00:00,995.79,9.4,5.92,78.8,11.81,9.3,2.5,5.83,9.34,1223.35,3.67,5.25,204.3
21.12.2015 14:00:00,995.36,9.45,5.87,78.3,11.85,9.28,2.57,5.82,9.32,1222.61,3.39,7.13,215.4
21.12.2015 15:00:00,995.06,9.47,5.35,75.4,11.86,8.95,2.92,5.61,8.99,1222.31,6.2,9.01,210.1
21.12.2015 16:00:00,995.24,8.94,4.97,76.1,11.45,8.71,2.74,5.46,8.75,1224.94,4.94,7.77,206.7
21.12.2015 17:00:00,995.49,8.45,4.92,78.4,11.07,8.68,2.39,5.44,8.72,1227.39,3.06,5.17,189.7
21.12.2015 18:00:00,995.71,8.41,4.72,77.5,11.04,8.56,2.48,5.36,8.59,1227.9,4.11,6.77,214.3
21.12.2015 19:00:00,995.29,8.4,4.3,75.3,11.03,8.31,2.73,5.21,8.35,1227.54,4.46,8.01,203.2
21.12.2015 20:00:00,995.26,9.04,4.51,73.2,11.52,8.44,3.09,5.29,8.48,1224.66,6.27,9.73,206.4
21.12.2015 21:00:00,994.87,9.55,4.57,71.0,11.93,8.47,3.46,5.31,8.51,1221.95,6.35,8.87,207.4
21.12.2015 22:00:00,994.13,9.62,4.55,70.6,11.98,8.46,3.52,5.31,8.51,1220.75,7.26,12.09,204.4
21.12.2015 23:00:00,994.49,9.83,4.88,71.2,12.15,8.65,3.5,5.43,8.7,1220.19,8.54,12.38,214.4
22.12.2015 00:00:00,995.18,9.88,5.36,73.4,12.2,8.95,3.24,5.61,8.99,1220.68,7.74,12.7,211.0
22.12.2015 01:00:00,995.4,9.89,5.72,75.2,12.2,9.18,3.03,5.75,9.22,1220.81,8.25,10.81,211.2
22.12.2015 02:00:00,995.89,10.25,6.22,76.0,12.5,9.5,3.0,5.96,9.54,1219.7,6.03,8.31,214.3
22.12.2015 03:00:00,996.33,10.69,6.3,74.2,12.87,9.55,3.32,5.99,9.59,1218.33,4.99,8.25,215.9
22.12.2015 04:00:00,996.25,10.59,6.32,74.8,12.79,9.57,3.22,5.99,9.6,1218.66,5.17,8.25,220.3
22.12.2015 05:00:00,996.61,10.27,6.1,75.3,12.52,9.43,3.09,5.9,9.46,1220.55,4.81,7.33,209.2
22.12.2015 06:00:00,997.2,9.71,6.14,78.4,12.06,9.45,2.6,5.92,9.48,1223.67,1.75,2.98,174.5
22.12.2015 07:00:00,997.34,10.13,6.64,78.9,12.4,9.78,2.62,6.13,9.81,1221.88,5.08,8.83,205.6
22.12.2015 08:00:00,998.05,10.16,6.71,79.1,12.43,9.83,2.6,6.15,9.85,1222.6,6.59,9.69,216.7
22.12.2015 09:00:00,997.8,10.14,6.71,79.2,12.41,9.83,2.58,6.15,9.85,1222.38,7.67,10.57,212.8
22.12.2015 10:00:00,997.59,9.97,6.83,80.8,12.27,9.91,2.36,6.2,9.94,1222.81,7.91,10.09,208.0
22.12.2015 11:00:00,997.5,10.61,7.07,78.7,12.81,10.08,2.73,6.31,10.1,1219.87,8.84,12.57,212.9
22.12.2015 12:00:00,996.89,11.35,7.55,77.4,13.45,10.41,3.04,6.52,10.44,1215.8,9.94,13.25,213.1
22.12.2015 13:00:00,996.75,11.59,7.78,77.4,13.67,10.58,3.09,6.63,10.61,1214.52,6.69,11.99,218.0
22.12.2015 14:00:00,996.54,11.87,7.79,76.0,13.92,10.58,3.34,6.63,10.62,1213.08,8.52,13.97,206.0
22.12.2015 15:00:00,996.67,11.88,7.74,75.7,13.93,10.55,3.39,6.61,10.58,1213.2,6.33,9.25,207.7
22.12.2015 16:00:00,996.59,11.53,7.46,76.0,13.61,10.35,3.27,6.48,10.38,1214.69,4.67,6.89,206.3
22.12.2015 17:00:00,996.33,11.47,7.11,74.5,13.56,10.1,3.46,6.33,10.14,1214.74,5.52,8.09,204.8
22.12.2015 18:00:00,995.9,11.86,6.32,68.78,13.91,9.57,4.34,6.0,9.61,1212.8,7.03,10.57,210.6
22.12.2015 19:00:00,995.81,11.85,5.86,66.67,13.91,9.27,4.63,5.81,9.31,1212.87,8.03,11.99,212.0
22.12.2015 20:00:00,995.84,11.8,5.48,65.13,13.86,9.03,4.83,5.66,9.06,1213.23,7.69,11.21,205.3
22.12.2015 21:00:00,995.64,11.59,4.97,63.73,13.67,8.71,4.96,5.46,8.75,1214.03,7.92,12.13,212.6
22.12.2015 22:00:00,995.81,11.39,4.92,64.35,13.49,8.68,4.81,5.44,8.72,1215.1,7.61,9.91,211.3
22.12.2015 23:00:00,995.43,11.46,4.56,62.46,13.55,8.46,5.09,5.31,8.5,1214.44,9.11,12.49,211.1
23.12.2015 00:00:00,995.63,11.09,3.98,61.45,13.22,8.13,5.1,5.09,8.16,1216.42,6.53,9.41,202.3
23.12.2015 01:00:00,995.3,10.65,3.35,60.54,12.84,7.77,5.07,4.87,7.81,1218.07,5.52,8.17,215.3
23.12.2015 02:00:00,995.2,10.53,2.85,58.87,12.74,7.5,5.24,4.7,7.53,1218.59,5.05,7.09,216.0
23.12.2015 03:00:00,994.93,10.18,2.69,59.58,12.44,7.41,5.03,4.65,7.45,1219.8,5.41,8.29,217.0
23.12.2015 04:00:00,994.94,9.47,3.01,63.93,11.86,7.58,4.28,4.76,7.62,1222.79,3.77,6.65,221.4
23.12.2015 05:00:00,994.4,9.69,3.64,65.89,12.04,7.93,4.11,4.98,7.98,1221.02,7.26,9.97,209.8
23.12.2015 06:00:00,994.8,9.94,4.06,66.72,12.24,8.17,4.07,5.12,8.21,1220.32,3.09,4.57,206.4
23.12.2015 07:00:00,994.58,9.76,3.97,67.13,12.1,8.12,3.98,5.09,8.17,1220.85,6.7,9.35,206.9
23.12.2015 08:00:00,995.34,9.15,4.12,70.7,11.61,8.21,3.4,5.15,8.25,1224.38,4.17,7.41,177.9
23.12.2015 09:00:00,995.86,9.64,4.85,72.0,12.0,8.64,3.36,5.41,8.68,1222.7,5.84,10.51,205.4
23.12.2015 10:00:00,996.5,10.17,5.7,73.7,12.43,9.16,3.27,5.74,9.2,1220.96,6.37,9.65,200.2
23.12.2015 11:00:00,997.42,10.62,6.15,73.8,12.81,9.46,3.36,5.92,9.48,1220.01,6.42,9.93,200.3
23.12.2015 12:00:00,997.85,10.7,6.38,74.6,12.88,9.61,3.27,6.01,9.63,1220.13,5.36,7.93,210.9
23.12.2015 13:00:00,998.39,10.58,6.65,76.6,12.78,9.79,2.99,6.12,9.81,1221.22,4.03,5.73,201.1
23.12.2015 14:00:00,998.45,10.65,6.89,77.5,12.84,9.95,2.89,6.22,9.97,1220.92,5.32,9.05,216.2
23.12.2015 15:00:00,998.87,10.69,6.55,75.5,12.87,9.72,3.15,6.08,9.73,1221.37,4.19,5.41,204.0
23.12.2015 16:00:00,999.55,9.81,5.89,76.5,12.14,9.29,2.85,5.8,9.29,1226.21,2.22,3.16,234.0
