review,sentiment
"I should have figured that any movie with the Poltergeist lady in it isn't going to be good. It actually starts out okay, but during the first murder scene you find out that the movie you're watching is a movie inside of a movie. There's people sitting in a movie theatre watching that movie. One girl in the audience is so annoying that I would have turned around and strangled her. A bit strange, but far from good.",negative
"To be brutally honest... I LOVED watching Severed. That's why I<br /><br />gave it a 1/10 stars because of its starkly unimaginative<br /><br />story/filming/acting/everything. This film was a RIOT to watch. If<br /><br />you enjoy watching bad films in order to poke fun at them, you will<br /><br />really get a kick out of Severed.<br /><br />The story really doesn't matter, it involves some guy who's bald<br /><br />and has a sword and goes around beheading random people. <br /><br />But he has a supernatural twist... nobody ever sees him do it. <br /><br />Even when, in one very memorable scene, he walks into a<br /><br />jampacked night club and whacks off some girl's noodle and<br /><br />nobody sees it. <br /><br />Severed doesn't merely look like it was filmed on video- it WAS<br /><br />filmed on someone's home camcorder. The filmmakers had<br /><br />knowledge of lighting (very thin knowledge) and composition<br /><br />actually holds together in some scenes. But mostly you can't hear<br /><br />the actors... you can't understand what they're doing, and you laugh<br /><br />when the next vicitm gets his pumpkin detatched from his body.<br /><br />Go and rent this movie. Support films like this- they are a hoot and<br /><br />a hollar!",negative
"I saw this film when it was originally released in 1989. I enjoyed it then, and I still do now. But what I realize now is that this is quite ""adult"" for a film with a G rating, especially the notion of dying and going to Heaven. Burt Reynolds and Dom DeLuise work wonderfully together, and Reynolds' singing voice is appropriate for a junkyard dog. There are some good songs ranging from upbeat (""Let's Make Music Together"") to downright emotional (""Home to My Heart""). I found the plot good, although it does go off on a tangent once or twice. The final scene of the film with Charlie and Anne-Marie is one of the saddest I've ever seen in animation. A film worth experiencing.",positive
"Man, I think people have forgotten how to watch a movie. Everyone thinks they're a critic. They comment on things that the average movie goer doesn't even know or think about.<br /><br />I enjoyed the film. It was what I was expecting therefore was not disappointed. Steven gets a bad rap for putting his views into his films but that's also a reason to watch. What's even more funny is the people that complain about his films, say he's the worst and that we shouldn't watch his films, yet watch his movies anyway. All so they can comment on how bad they are. Who's the dummy? If you don't like his work, don't watch it. Then you won't have to subject yourself to this supposedly painful event.<br /><br />Stop comparing movies to other movies and watch a movie on an individual basis and you may begin to enjoy films again.",positive
"I just came back from seeing this awesome movie!! I can relate to it so much...It reminded me when my sister had to go to college, we had to move from place to place, and my mom acts like Adele August! Boys might not like this movie since it brings tears to your eyes. One of the best real-life movies I've ever seen!! and Natalie Portman rules!! 10/10",positive
"1st watched 4/29/2007 - 4 out of 10(Dir-Mick Garris): Campy vampire-like Stephen King movie has so many strange and goofy elements that you start laughing over the extreme weirdness about 3/4 the way into the movie and you wonder if this movie might have a cult following for King fans. It's the story of a mother and son who are sleepwalkers(a shape-shifting feline-like, flesh eating, life needing, near extinct breed of humanoid) who move from town to town searching for virgins to feed on to keep themselves alive. They come across as pretty normal upper-class folk except they are secret lovers and cats hang around the outside of their home, day and night. Cats are deadly to them, so they set traps in their yard to try and keep the population down. We get to see them break a couple of their necks when they attack(which is also a first in my movie-going experience) --- hopefully no real cats were harmed in the making of the film. The boy is after a sweet girl that he has a crush on until he turns into a ""sleepwalker"" and then he just wants her body. There is so much campy uniqueness to this movie that it might have been better if it was an all-out satirical comedy on suburban life, but the director instead tries to scare you every couple minutes until you wish he'd just get over it and bring out the gore. Eventually that happens and the movie winds down to it's typical Stephen King downbeat ending. The movie is interesting because King's humor comes thru more than usual but his weirdness is also very present and what you have is a movie that his fans will probably like and should have in their collection, but as a worthwhile movie experience it really doesn't cut it.",negative
"I just viewed MURDER AT THE VANITIES in the newly-released Universal Pre-Code set, and I was amazed at how much I enjoyed the vehicle end to end. Most of the other commentators have covered the story, a murder mystery within a musical, but I wanted to add a few additional notes. Brisson and Carlisle are relatively bland, compared to even most of the minor players, and neither one really seems to have the proper voice for what they're singing (Carlisle being a trained opera singer, Brisson a bit wobbly on some of his high and low notes). The great Victor McLaglen and Jack Oakie play well off each other, with an excellent sense of timing that keeps the ball rolling between musical numbers. Yes, Lucille Ball and Ann Sheridan are Vanities girls, but let's not forget the splendid jazz singer Ernestine Anderson in the ""Ebony Rhapsody"" number. Gail Patrick makes one of her early appearances, sounding a bit like Eve Arden; Patrick would go on to become the executive producer of the Perry Mason TV series. Then there's Jessie Ralph as the wardrobe mistress--you'll spot her also in David COPPERFIELD (as Aunt Peggoty) and THE BANK DICK. The music is very good--Brisson introducing the standard ""Cocktails for Two"" in two different scenes; ""Sweet Marihuana"" with barely clad peyote button girls in the background (blood dripping on one chorine's white skin was wonderfully chilling); the ""Ebony Rhapsody,"" with Duke Ellington's Orchestra and a bevy of beautiful dancers, both black and white, mixing it up. And I believe this is one of the only early musicals to feature such a mix--and the costumes leave nothing to the imagination.",positive
"Talk about a bore-snore. This 3rd rate biker film was putting me to sleep as soon as the opening credits came on the screen. The shame is that the cast included many fine actors, among them-George Kennedy, Karen Black, Leo Gordon, Richard Lynch, Lance Henriksen and William Forsythe.<br /><br />A take off of the Western classic, High Noon, this is basically the story of a former U.S. army green beret (Henriksen) trying to get someone to help him rid a one-horse town of a gang of creepy bikers.<br /><br />Everyone tries, but the script is on grade-school level. Sad to see academy award winner Kennedy in such a comedown from his out-standing performance in Cool Hand Luke. <br /><br />If you have trouble sleeping at night, this would be a perfect movie video to rent..........you'll be sleeping in no time!",negative
"This is is a thoroughly unpleasant, if slickly made, movie. I tried it because it stars Richard Dreyfus and Jeff Goldblum, two good actors, and because the plot line - a mob boss is about to be released from a mental institution - sounded promising. The movie is billed as a comedy, sorta. What we have is an endless series of shots - you should pardon the pun - of people in dimly lit and elegant, if somewhat surreal, interiors, shooting each other - in the head, stomach, kneecap, foot, heart (no part of the anatomy is avoided, it seems) while uttering vague and cryptic dialogue, some of which is supposed, evidently, to be humorous in a sort of post-modern way. Goldblum's dialogue for the whole movie could fit on a 3x5 card, and he wears a single facial expression - a sardonic grin - throughout. Ellen Barkin and Gregory Hines do the best they can. Burt Reynolds does a cameo. The credits list Rob Reiner and Joey Bishop, but I somehow missed them (good move on their part). The whole thing is cold, sterile, mechanical and unsavory; an heir, I suspect, to the style of 'Pulp Fiction', 'Fargo' and 'Natural Born Killers'. If you liked those, you'll probably like this.",negative
"I'm a fan of arty movies, but regretfully I have to report this movie to be pretentious drivel. Agonisingly slow to develop a non-existent plot based on a promising premise, the experience is, shall we say, trying. Even after bad movies I feel that I learn something, or enjoyed some aspect, but there there was nothing to appreciate. The premise was not uninteresting, but the movie starts and ends there. The acting was OK, though the characters were utterly boring. For the protagonist to aim at such an audacious goal, she is mightily empty. Pity. I usually enjoy movies that are unformulaic, but lack of formula should not be confused with zero content.",negative
"This is easily the worst adaptation of Greek mythology I've ever seen. It utterly fails as an adaptation of the original myth, inventing silly plot twists and reducing the 12 labours to... 3 or 4, I think. It makes up utterly needless things to try to integrate other myths in clumsy ways which bring into question the writers' having ever read the myths, like changing birds to harpies, lions to sphinxes, the Oracle of Delphi to Tiresias, and bulls to a pedantic version of Proteus, even integrating aspects, never seen outside of Sam Raimi's entertaining series, concerning his first marriage, to a woman with the co-opted name of one of the Furies so it sounds appropriate to the period.<br /><br />I could accept much of that, but it also fails completely in pure film standards; most painful is the dialogue, leaden, portentous pseudo-Shakespearean tripe. It is a poor re-interpretation of the myths, making a sad attempt at the kind of post-modern revisionism that Crichton's ""The 13th Warrior"" attempted in regards to the Beowulf legend, while still including the strictly mythological elements such as clear interference from the gods and magical super-strength. A sad, sad failure of an entertainment experience, who I'm sure many of the quality actors involved regret deeply.",negative
"I Caught This Movie On T.V. Last Night And You Know Danny Masterson Was A Pretty Good Actor In The Film, And Its Great To See Him In Something Other Than That 70s Show. The Film Isnt Rated But In My Opinion I Would Rate It (R) Just Because Of The Nudity And Plenty Of Adult Content. But All In All I Loved It, I Thought That Dirt's Wisecracks were pretty funny. Its Just Basically About A Guy Who Has No Job, Girlfriend, Or Money And Eventually Gets A Job As A Private Investigator (more of a messenger really.)He Gets Framed For The Murder Of A Rock Star And The Rock Stars Girlfriend Is One Of The People That Really Need To Help Him Out. I Give It....*** 3 Stars.",positive
"This film's basic premise is a political cartoon. I suppose for those who know nothing about the realities of the military this is probably a ""feel-good"" film on gender equality. Indeed a recent commentator stated: ""it lets women know that they can do anything they want to do."" What claptrap! No one, man or woman can do anything they want to do, and unfortunately Demi Moore ""buffing"" up for SEAL Hell Week in the early 27 week BUD/S program by a few sessions at the local gym and her desire alone to be a SEAL is simply not going to make it so. There is approximately an 80% dropout rate in what is arguably THE roughest military training program - those are the ones who voluntarily drop out, can't compete on a physical level, suffer frequent physical injury during the training or can't handle the psychological harassment. I never got beyond the shallowness of the contrived, purported message of this film. In the real world, Demi wouldn't last the first 24 hours in this harsh and sustained physical training. Wishing alone won't do it. Skip this film as wishful thinking, and better spend your time reading ""The Warrior Elite"" by Dick Couch (Crown, New York 2001)for the best description as to what really goes on in this training. Ring the bell, Demi!<br /><br />",negative
"I just wanted to say that I was very disappointed after seeing this movie! I was expecting a Biblical story visualized with great special fx, etc. but during the film I found out that this was an absolute disaster... it wasn't biblical at all... only the boat and the animals were similar to the story... if you want a visual 'translation' of the Bible version of Noah then DON'T go watch this movie!",negative
"This is the slowest ""film noir"" film I've ever seen. Very weak script only provides opportunity for Jack Palance and Rod Steiger to deliver exceptionally well, lines that were made for an acting audition. Palance and Steiger both affirm they are indeed serious actors who can portray their respective roles with power, emotion and drama. The story itself moves at an incredibly slow pace, mostly taking place in a living room. The director obviously moved the actors around in a rythmatic circles as they delivered exhaustingly long lines, to keep the slow pace from becoming noticeable to the audience. The action doesn't pick up until the last ten minutes of the film. If you're one who's looking for more depth in a crime drama, this one's not for you!",negative
"The movie takes place in a little Swedish town where everybody knows each other. Here Mia visits her parent for the birthday of her father, a which occasionally always have some kind of tragedy, the question is just what will it be this year, and you will be surprised... It is an extremely well composed movie, with a story which has a perfect balance of humor and seriousness, which is rarely seen. You get happy, you get hurt, and basically everything in between. Finally you can't help falling in love with Mia(if you are a boy I guess(the main actress)) She is an extremely well chosen actress, as a lot of the other actors/actresses.<br /><br />Enjoy",positive
"I thought I should qualify my position after reading other reviews. The movie is not great, but it has a lot of great elements. The lighting and scenes along with the camera work are great. The story is slow and weak, but entertaining. The acting is bad, but no worse than you will find on the SyFy Channel. The music is pretty good and the gore is good. It has the great Leather Face in the film and is produced by Bruce Campbell. I watched the complete movie and while mostly predictable, it was still enjoyable. The women are attractive enough and the lead actor does a good job of being brooding and creepy. The movie was remarkably clean for a modern film and the violence appropriate for children 13 and up. There was no sex scenes. I gave it 7 out of 10 and I think that is fair. I would watch it again if I had nothing better to do. The gay sounding angel was the most annoying aspect of the film, the devil is quite creepy.",positive
"Wow...sheer brilliance.<br /><br />Turning a thriller/suspense/horror into comedy.<br /><br />After watching this, I never laughed so hard at a horror movie before...a ridiculous plot with 3 characters that were just insanely developed - either not written in depth or too much depth.<br /><br />If you want to watch an absolutely written horror movie with stupid dialog, messed up plot, useless scenes, wasted characters, bad sound and lousy development overall, then this is the one to watch.<br /><br />Be sure to keep focused for the classic ""food processor"" scene and the totally inept police investigation scenes.<br /><br />This is a remarkable new low in screen performance and writing and to sit through it for the entire duration makes you either stupid, daring or brave.",negative
"He's the only reason to see this film. He gives a very good performance--much better than this crap deserves. He's very handsome and very talented--he deserves better than this. Also depressing is to see Malcolm McDowell in this. He's another talented actor who deserves better but, like Esai, he gives a very good performance. So, if you're fans of either of them you might want to watch. Otherwise, stay away. One more complaint--couldn't we have had more scenes of Esai shirtless?",negative
"OK, why complain about this movie? It's fiction. Deal with it. If you want to see the biography, go watch it. This is an original, fictionalized version of what happened in Wisconsin. People who are obsessed will complain about this, as they do every other deviation of the facts. Sad but true. I think making Kane Hodder the man in which the film is named after was a great idea. I thought it wasn't so good at first, I'll be honest. But that just made it even scarier. If you like Kane Hodder, Ed Gein or movies based on real events, I think this is a good movie. But if you're obsessed (like some other people) stay away from this movie and all others.",positive
"I read somewhere where this film was supposed to be a remake of the 1949 film noir, ""Criss Cross."" I found the latter to be disappointing but it was still better than this film. <br /><br />This movie is a ""neo-noir"" since it's modern-day and it's in color, two things that purists would make it be disqualified for film noir status. <br /><br />The biggest negative to it, however, wasn't the cinematography (that was fine) but the muddled storyline. Hey, some of '40s Dashiell Hammett stories were similar but I didn't care for some of those either. The filmmakers here did not help the situation by placing flashbacks into the story what seemed like every three minutes. No wonder it was the keep up with this story. It was ridiculous! What happens is that by the 45-minute mark, their is so much confusion nobody cares anymore. I know I didn't.",negative
"I am terribly sorry, I know that Faßbinder still is called one of the greatest directors in post-war Germany and that most of his films are considered ""master-pieces"", but when I see ""Lili Marleen"" today, in 2004, I wonder what everyone is up and away about this movie! The acting is simply terrible - Hanna Schygulla is all the smiling like an idiot! -, the changings between Nazi-glamour and battlefields are ridiculous, the whole film looks as if it was made within two days in an attic. Probably it was exactly that way and many people seem to take this for ""real art"", but for me this movie is simply bad & cheap. Compare this to Viscontis ""La Caduta degli Dei"" and tell me again that ""Lili Marleen"" is a good movie...",negative
"This is the very La Nouvelle Vague.One of the best films of the New Wave and I dare say one of the first ten ever made! Why? The atmosphere, the story,the actors (actress) are all brilliant. This is the theater, a fairy tale, the life, the film.Paris. Thank you Mr.Rivette.",positive
"This is a great movie, all 3 were. The last one was not as good as the first 2 but it was made along time after and it was pulling at straws. But you want to watch it cause it tells the end of the story. Just not how we might think it should end.<br /><br />These movies made me want to be there to be in all the hardship, love, tears, and laughter that the people in this movie go threw. It is one of the few movies that is good every time you see it no matter how many times that is.<br /><br />There are some parts in the movie that the little kids wont understand and the older ones maynot be old enough to watch. but it is a great movie, spanning over 20+ years.",positive
"I make a point out of watching bad movies frequently, and the sci-fi channel original movies tend to be one of the best sources for these movies you can find. As such, I'm sure you can imagine my disappointment when I saw Sands of oblivion. The acting was uncharacteristically sub-par, as opposed to the woefully disgraceful display sci-fi usually has in store for us. There are a few cameos made by people you'd most likely recognize, although you may not know their names by heart. The CGI special effects are minimal, and as such, one of the largest sources of comedy in a sci-fi feature is lacking. Sure, there are some funny moments like when a guy gets beheaded by a bulldozer, or when the main character leaves his friend to die in order to save a girl he's known for a couple of days, but overall, it ends up just not having you rolling on the floor with laughter, and I consider that a major disappointment.<br /><br />If I was rating it on a 10 star scale made specifically to judge made-for TV movies, I'd probably give it a 4, maybe even a 5. A real shame that I may have to wait 'till the next sci-fi original movie to get a good laugh, and I really hope that this movie isn't part of some overall quality increase in sci-fi original movies.",negative
"Yes, I give it a 10 because I compare it not only to others of it's kind but also to the dreck one is bombarded with on a daily basis in what's laughably called today's ""popular culture."" That aside, the film is beautifully cast, as has been stated elsewhere, and gives us a fairly good look at popular theater of the late 18th and early 20th centuries. No small coincidence is that many of the plays that Olcott played in involved a similar plot: Boy meets girl, someone objects, (usually the father or some authority figure) boy struggles, boy wins girl. The was actually known at the time as a ""Chauncey Olcott Act."" No coincidence, too, that John Ford directed one. He called it, ""The Quiet Man."" And, ""My Wild Irish Rose,"" is, in itself, a ""Chauncey Olcott act."" Great stuff, no? Anyway, great songs, great stuff. Enjoy.<br /><br />PS - After seeing the film I'd like to know more about Bill Scanlan. I found an obit that said he quit ""Mauvorneen,"" as a result of insanity (replaced, as in the film, by Chauncey Olcott) and died in an asylum several years later. But he had been, apparenlty, a very big star in his own right, who wrote songs and plays and had plays written for him.<br /><br />Anyone know more?",positive
"Let me start by saying you know a film is poorly run when extras make the cover. With that said, anyone who says this is the worst film ever is being dramatic, and anyone who says that the film is great is completely delusional. The film ""is what it is."" And what is that... A modest budget ($4 million, I estimate) studio sequel. The film isn't terrible, but for Road House fans it will be a disappointment. And that brings me to problem one, just as Dirty Dancing wouldn't been what it was without Swayze, Road House isn't the same without him. The lead lacks depth, character, and likability to carry the film. I feel that the lead was poorly cast and the producers should have bent over backwards to get Patrick to do it if they were gonna do a sequel. The other cast was uneven with outstanding actors like Will Patton along side day players who couldn't act there way out of a paper bag. Busey, who I have seen do great characters seemed like he just mailed it in. Ellen was played well, except for not being believable at all as a bayou raised chick. Sherri, the DEA agent at the first bar was hot and a good actress, yet her part was awkwardly small and undeveloped. The writer totally missed all opportunities to add depth and interest to the story and characters. Instead opting for a base one dimensional film. Which leads me to the biggest problem, the script... I got a bad feeling when the credits rolled and there were three script writers separated by an ""and"" and an ""&."" It looked very amateur. And that is what the writing was. I heard the original script was better and then a rewrite was done and the hard core sucking began. Some cheezy parts of the film to watch for are... During the first undercover meeting, the obvious drug deal under the table. ""Hey lets meet at a crowded nudey bar, I will pull a block of coke out of my jacket and you pull cash out then we will slide them under the cocktail table"" WAIT! ""Make sure to look cool when you look left and right to make sure no one is looking!"" Second, I love it when someone gets shot in the chest and then you see him sitting up happy as a lark 10 minutes later. There are some nasty editing cuts towards the end of the film especially during fight scenes and when the main character is chasing thru doors and runs into a patron. Which brings me to the realism of the DEA training, I won't both to get technical... But jumping thru doors isn't standard training... Nor do typical female agents, who bust their butts to make it in a male oriented field, act like weak characters... Boring! Thanks for the chauvinistic view Heir Director. There is other stuff I could teach a course at a school about it... The sped up fighting, the cheezy dialogue, the recycled story... etc... But aside from all that you just cannot like ex-Mr. Applegate, he totally lacks the humble zen coolness that made Mr. Patrick Swayze such a bad ass. He just strikes me as one of those 5 foot nothing actors who think they are a bad ass, but just like Van Damnit he runs into a real bad ass (Chuck Zito in Van Don't case) and he gives him a lesson about ""badassdom."" Therefore, that I feel is the major linchpin of the film, if you are a bad ass you are a bad ass, you don't have to try. Example: Swayze! If you are a pretty boy who tries to hard to prove you are a bad ass among other things... Then well... You are why your audience, the Average Joe... Will not rent this film, and if they do they will write reviews like this.",negative
I remember watching this film back in 86' when it first came out & what an awful film. The acting was atrocious the plot was so flimsy it would or is that should have blew away in a breath of wind. I think it put me to sleep on more than one occasion & i was not tired that i remember. Please avoid at all costs better still have all your teeth taken out with no anaesthetic cos that would be more entertaining. It's just a pity i couldn't give it a zero or a negative score. I wish i had not wasted my money getting this one from the video shop all i can say was that the tape it was on was still brand new practically hardly surprising as the film was so poor. If i remember right i sat & watched it with a girl i really wanted to go out with & the fact she was sat next to me was still not enough to keep me awake thats how bad this film was.,negative
"Linda Blair has been acting for forty years now, and while she will never escape the part of Regan MacNeil in ""The Exorcist"", few of her subsequent horror films have used her legendary status to such great effect as ""Witchery"" does. She plays Jane Brooks, a pregnant single woman who travels with her family to an abandoned island hotel that her parents want to purchase. They are accompanied by a couple of real estate agents (Catherine Hickland and Rick Farnsworth) and upon arriving at the island they meet a photographer (David Hasselhoff) and his writer girlfriend (Leslie Cumming) who are illegally squatting in the hotel while investigating the legend of a local witch (Hildegard Knef). It seems that a long-ago witch-hunt resulted in her suicide, and she was with child at the time. Unaware of the danger, Jane has recently dreamt of the witch's dramatic death, and Jane's little brother Tommy (Michael Manchester) has been more directly visited by her spooky, black-clad spirit, which he calls 'the lady in black'. The group's time at the island inn begins quietly enough; unknown to them, however, the Lady in Black has already dispatched the captain of their hired boat (George Stevens). Before long, the isolation and cold begin to affect everyone, and it is during this period of moodiness and tension that the Lady in Black begins her reign of terror. She plans to avenge her own fate by possessing Jane and sacrificing her companions and her unborn child. Each of her other victims fulfills an aspect of her vengeful curse - greed, lust, and the blood of a virgin. As the sun goes down and the sea becomes wild, she haunts them one by one in gruesome, horrifying ways. The island location is effectively scary, and the inn is very creepy and hauntingly shot. It's such a colorful film that it reminds me of Dario Argento's work. The lighting is excellent, and the set decoration is perfectly spooky. The soundtrack is very effective and unique. The horror effects are extreme, terrifying, and unforgettable. The cinematography is great, and it is this that brings us back to Linda Blair. The creative team behind this film shoots her like a horror star should be shot: lots of dramatic push-ins, lingering close-ups that subtly detail Jane's incremental possession, and moments that are reminiscent of other great horror films. There are hidden homages to ""Rosemary's Baby"", ""Jacob's Ladder"", ""The Shining"", ""Black Sunday"", and of course ""The Exorcist"". She does a great job, and absolutely steals the show with her moody and understated performance. That isn't to say that the rest of the cast disappoints; Catherine Hickland is sexy and very good, and veteran performer Annie Ross is memorable as Jane's bitchy mother Rose. Hasselhoff gives it his best, but he is not essentially a film star, and his television persona gets in the way of his performance. Blair and young Michael Manchester have a wonderful chemistry together. The film is otherwise so violent and creepy (in a good way) that it desperately needs their warmth (Blair also played a mother in 2003's ""Monster Makers"", and her maternal scenes in that film have the same tender feeling to them). Lastly, Hildegard Knef (in one of her last roles) plays a great witch, and she has the most amazing voice and accent. Along with Blair, she was also perfectly cast. But it's Blair's movie all the way. Jane Brooks also seems to have some psychic ability, and this aspect of the film hearkens back to ""Exorcist II: The Heretic"". I think ""Witchery"" is up there with ""The Exorcist"", ""Exorcist II"", ""Hell Night"", and ""Summer of Fear"" as Blair's best genre work to date.",positive
"This is indeed quite the strange movie... First, we have an ex-U.S.-gymnast trying to turn actor (or something), and this seems to be the only role he ever got (that I know of anyway) -- and for good reason. While he does pull off the role well enough to keep some interest, it is a rather bland and flat performance. Second, we have the WORST EVER sound effects ever used in a movie!!! I'm not kidding. This alone makes the movie extremely comical, but in that annoying way. hehe And third, while we have a generally decent acting supporting cast (including the required hot chick!), an actually not-so-bad story, and some cool visuals; the dialogue, fight scenes involving gymnastics (hilarious!), and overall execution of the plot are weak. This movie would have been barely better as a network TV movie (too bad Fox wasn't around in 1985). It's one of those movies that's simply bad, yet you can't resist watching and even enjoying it once you get used to it, especially now that it has found the perfect eternal home on late night TV and cable.",negative
Dissapointing action movie with an interesting premise: a young Mafia would-to-be killer (Chandler) must demonstrate to his boss that he is a good man for the service so he goes to California to take some lessons with a very known professional killer (Beluschi). First and most important task: to kill a young woman (Lee) that is a completely strange for all of them. But is she a easy target? The movie goes on and on based upon this principal idea but the result is just bad routine; even the weird twist at the end does not save the movie. Good performance by Chandler. I give this a 4 (four).,negative
"**MAY CONTAIN SPOILERS**<br /><br />The titular topless heroine rescues another beautiful babe and her father (an eccentric professor whose stock pith helmet is broken in one shot and whole in the next) from a moth-eaten, dime-store mummy and nasty Nazis out to--what else?--build a Fourth Reich. Misty's costume, like those of some other wimmen, gets skimpier as the movie rolls on. The last portion of the movie is devoted to protracted lesbian action; this footage actually gets real boring, real fast, which says more about the critters behind the camera than the curvaceous creatures in front of it. MISTY gets its nominal plot out of the way first and fast, then gives undivided attention to nudity and soft-core sex. This makes MUMMY RAIDER a throwback to movies made in the 1960s by guys like Stan Borden, David F. Friedman and Harry Novak. Just think: if this wonder-work had been cranked out four decades ago, it would have played for years on 42nd Street along with WHAM BAM THANK YOU SPACEMAN and KISS ME QUICK. As it is, MISTY MUNDAE MUMMY RAIDER went straight to home video. Grab yours, quick, before it goes out of print.",negative
"With a simplistic story and an engaging heroine, this was the horror movie that started it all. John Carpenter brings to life a nail-biting nightmare on Halloween night, when Laurie Strode (Jamie Lee Curtis in her debut, career defining role) and her mischievous friends plan a night of sneaky fun- only to cross paths with a relentless psychopath from hell. <br /><br />Michael Myers has escaped from a nearby insane aslyum...having slaughtered his sister fifteen years earlier, he is now back in Haddonfield, the sleepy Illinois town where his murder took place. Once he sets his eyes on Laurie after she drops off a package to the abandoned house where he lived, he begins to stalk and terrorize her, turning her night of fun into terror as he picks off anyone in his path to get to her.<br /><br />Beautiful cinematography and lighting really make this moody horror flick scary... with the long gloomy shots it constantly feels as if you're being stalked by the maniacal serial killer himself. Myers is hidden well until fully revealed at the exciting conclusion.<br /><br />Although ""Halloween"" is certainly outdated, it is by no means less chilling. The idea alone is goose bump inducing, and this little shocker is one of the most famous and memorable horror movies ever made to this day... it spawned seven sequels and eventually Rob Zombie's equally scary remake, and it set a new standard for horror that still exists today.",positive
"This was the worst MTV Movie Awards EVER!!! I barely laughed, none of the presenters were funny, the hosts really sucked, and the parodies weren't so great either. Why can't we go back to the good olden days when the show was a riot?",negative
"I loved this movie. It was so well done! Great acting and drama and historically accurate. I love Romy Schneider movies. This one rocks, not as great as Sissi but still rocks! <br /><br />And Scorpiolina,she commented and said french dubbing. Well this is originally a German movie not french. So yea. Second of all there was a plot, maybe your not familiar with history. Oh and her mother played the part of her governess, not her teacher. And the storyline was actually not Cinderella but Queen Victoria, maybe u missed that detail.<br /><br />But anyway.... yea the history in this movie is great, I love historical movies and Queen Victoria is very fascinating! I love all the historical stuff. Like that guy that was trying to manipulate her mom. And when she ran away and met her future husband and he showed her the ""new type of dance"" waltzing. When waltzing was new it was considered kinda scandalous because the couples dance so close. Yea her governess was like oh my god!<br /><br />And also the clothes, I love the clothes. The styles are great, hoop skirts are awesome. And of course Romy always looks very pretty.",positive
"First of all, before I start my review, I just read every review for 'The Muppet Movie' here and I can't believe that someone could give a negative review to a movie like this. (Fortunately there was only one.) I mean, I can understand how someone may not like 'Star Wars' due to the whole Sci-Fi genre, but to not like a movie starring some of the most lovable puppets in the history of mankind is almost sad. <br /><br />Okay, I will step off my soapbox now and review this movie.<br /><br />'The Muppet Movie' came out when I was seven. All of my friends wanted to see this as their birthday movie, so I think I saw it about four times in the first month in theaters.<br /><br />As a child many things attracted me to this and all the other Muppet movies & TV shows. The singing was probably the main one. Most of the songs in 'The Muppet Movie' are classics. From ""Rainbow Connection"" to ""I'm Going to Go Back There Someday"", they're entertaining and thought-provoking.<br /><br />As an adult I see 'The Muppet Movie' in almost a whole different light. Yes, the things that thrilled me about it as a kid are still there, but it's the little jokes and such that are just plain hilarious.<br /><br />I mean, when you think about it, Jim Henson is a sick man. <br /><br />Kermit is a frog and that is in love with a sweet pig that wears purple gloves and could karate chop you into two pieces. Fozzie is a stand-up comedian bear. Gonzo is a 'whatever' that is infatuated with chickens. Then you have two old guys that heckle, a piano-playing dog, a rock band with a maniac drummer, a Swedish chef that you can't understand and a number of other characters that are just plain eccentric.<br /><br />Yet, for these reasons and more, Henson has entertained millions of children and adults, giving us all something special to watch and remember him by. <br /><br />'The Muppet Movie' will always remain in my heart for many reasons, but I think the biggest one is because it's a movie, unlike a lot of recent children's movies, that I feel comfortable to have my kids watch. Plus, I don't get bored out of my mind with jokes that are dumbed down to my kids' level.<br /><br />It's a great movie that is sure to be remembered forever.",positive
"Okay this is gona be short and sweet review...Something the movie should have taken a practice ina nd made its life shorter and sweeter than it was.<br /><br />This movie is $^@%. There's a good reason there was a petition with over 40,000 + signatures ALL demanding Uwe Boll stop making movies from franchises people liked. Blood Rayne being a biggie there.<br /><br />The jokes are good...if you've never heard them a THOUSAND times before. THe acting is descent but u can really only blame the script for that. I even a few moments wonder if they're even using a script.<br /><br />The movie has little to NOTHING to do with the original games. HELLO if you've played the games u know the main character has no real motivation outside homicidal urges like mass murder because he stubbed his toe or simular. There's way too much story for such a stupid movie. like I said. I WOULDN'T even steal this movie. ANd for the person who says this is ' Funniest movie of 2007'..........need to take a look around, the news is better than this.",negative
"Ernesto is a man that makes a living out of duping other solid citizens of their hard earned money. Together with Manco, an older man with a lot of experience, he pulls out capers that allow him to make a decent living, but that is not making him a rich man by any means. Enter Federico, an older man who is more experience in the art of deception. Together with the younger Ernesto they prove a winning combination. That only lasts until Pilar, Federico's former love interest, appears in the picture.<br /><br />This Spanish film directed by Miguel Bardem, is light in tone and pleasant to sit through. Other, better made caper films have been made with much clever plots than this one, but the film is easy to take, and at times, it has a lot of funny situations.<br /><br />This viewer will see Federico Luppi in anything, even reading the telephone directory! He is an actor's actor. We have had the privilege of having seen him in the Buenos Aires stage doing excellent work before his international film career. As Federico, he does what he does best. It's impossible to imagine anyone better in his role. Ernesto Alterio, the son of Hector Alterio, is a young actor who promises to have a great career. Victoria Abril makes Pilar fun as she gets involved with these con men. Miguel Alexandre, a veteran actor, is also good as Manco.",positive
